s,p,o
http://kbpedia.org/kko/rc/SoftwareObject_Individual,kko:isRelatedTo,http://www.wikidata.org/entity/Q7397
http://kbpedia.org/kko/rc/Spectroscopist,kko:isRelatedTo,http://www.wikidata.org/entity/Q483666
http://kbpedia.org/kko/rc/Speedcuber,kko:isRelatedTo,http://www.wikidata.org/entity/Q1637219
http://kbpedia.org/kko/rc/Sponsorship,kko:isRelatedTo,http://www.wikidata.org/entity/Q152478
http://kbpedia.org/kko/rc/Squatter,kko:isRelatedTo,http://www.wikidata.org/entity/Q44854
http://kbpedia.org/kko/rc/SriLankanPerson,kko:isRelatedTo,http://www.wikidata.org/entity/Q2737195
http://kbpedia.org/kko/rc/StrongYellow_Color,kko:isRelatedTo,http://www.wikidata.org/entity/Q909115
http://kbpedia.org/kko/rc/StrongYellowishBrown_Color,kko:isRelatedTo,http://www.wikidata.org/entity/Q899318
http://kbpedia.org/kko/rc/SunniMuslim,kko:isRelatedTo,http://www.wikidata.org/entity/Q483654
http://kbpedia.org/kko/rc/Supercomputing,kko:isRelatedTo,http://www.wikidata.org/entity/Q121117
http://kbpedia.org/kko/rc/SupplyChainManagementSoftware,kko:isRelatedTo,http://www.wikidata.org/entity/Q492886
http://kbpedia.org/kko/rc/Supremacist,kko:isRelatedTo,http://www.wikidata.org/entity/Q1031455
http://kbpedia.org/kko/rc/SyntheticChemistry,kko:isRelatedTo,http://www.wikidata.org/entity/Q273499
http://kbpedia.org/kko/rc/Syrah_Wine,kko:isRelatedTo,http://www.wikidata.org/entity/Q332720
http://kbpedia.org/kko/rc/TaiwanesePerson,kko:isRelatedTo,http://www.wikidata.org/entity/Q707133
http://kbpedia.org/kko/rc/TaxCollectionService,kko:isRelatedTo,http://www.wikidata.org/entity/Q573607
http://kbpedia.org/kko/rc/TechnologyEvangelism,kko:isRelatedTo,http://www.wikidata.org/entity/Q139648
http://kbpedia.org/kko/rc/Testifying,kko:isRelatedTo,http://www.wikidata.org/entity/Q1196258
http://kbpedia.org/kko/rc/Toryism,kko:isRelatedTo,http://www.wikidata.org/entity/Q3433953
http://kbpedia.org/kko/rc/TunisianPerson,kko:isRelatedTo,http://www.wikidata.org/entity/Q7853170
http://kbpedia.org/kko/rc/TurbojetPropelledAircraft,kko:isRelatedTo,http://www.wikidata.org/entity/Q723916
http://kbpedia.org/kko/rc/TurkishPerson,kko:isRelatedTo,http://www.wikidata.org/entity/Q84072
http://kbpedia.org/kko/rc/TuvaluPerson,kko:isRelatedTo,http://www.wikidata.org/entity/Q3044350
http://kbpedia.org/kko/rc/Twinning_BirthEvent,kko:isRelatedTo,http://www.wikidata.org/entity/Q159979
http://kbpedia.org/kko/rc/UN_PeaceKeepingOperation,kko:isRelatedTo,http://www.wikidata.org/entity/Q219575
http://kbpedia.org/kko/rc/UnitOfMeasureConcept,kko:isRelatedTo,http://www.wikidata.org/entity/Q47574
http://kbpedia.org/kko/rc/Vandal,kko:isRelatedTo,http://www.wikidata.org/entity/Q42211
http://kbpedia.org/kko/rc/VehicleWashingMachine,kko:isRelatedTo,http://www.wikidata.org/entity/Q1139861
http://kbpedia.org/kko/rc/VerdigrisColor,kko:isRelatedTo,http://www.wikidata.org/entity/Q2351119
http://kbpedia.org/kko/rc/VermilionColor,kko:isRelatedTo,http://www.wikidata.org/entity/Q737438
http://kbpedia.org/kko/rc/VietnamesePerson,kko:isRelatedTo,http://www.wikidata.org/entity/Q216151
http://kbpedia.org/kko/rc/ViridianColor,kko:isRelatedTo,http://www.wikidata.org/entity/Q6163776
http://kbpedia.org/kko/rc/VoiceMailDevice,kko:isRelatedTo,http://www.wikidata.org/entity/Q2734312
http://kbpedia.org/kko/rc/VulcanFictionalLanguage,kko:isRelatedTo,http://www.wikidata.org/entity/Q6497384
http://kbpedia.org/kko/rc/Wahhabist,kko:isRelatedTo,http://www.wikidata.org/entity/Q163140
http://kbpedia.org/kko/rc/WastewaterEngineering,kko:isRelatedTo,http://www.wikidata.org/entity/Q221275
http://kbpedia.org/kko/rc/WaterMolecule,kko:isRelatedTo,http://www.wikidata.org/entity/Q283
http://kbpedia.org/kko/rc/WeatherPhenomena,kko:isRelatedTo,http://www.wikidata.org/entity/Q11663
http://kbpedia.org/kko/rc/WeddingTradition,kko:isRelatedTo,http://www.wikidata.org/entity/Q49836
http://kbpedia.org/kko/rc/WelshPerson,kko:isRelatedTo,http://www.wikidata.org/entity/Q188353
http://kbpedia.org/kko/rc/WirelessCommunicationDevice,kko:isRelatedTo,http://www.wikidata.org/entity/Q249
http://kbpedia.org/kko/rc/AbstractProgrammingLanguage,kko:isAbout,http://www.wikidata.org/entity/Q224055
http://kbpedia.org/kko/rc/AccountingService,kko:isAbout,http://www.wikidata.org/entity/Q4116214
http://kbpedia.org/kko/rc/AdministrativeLawService,kko:isAbout,http://www.wikidata.org/entity/Q171251
http://kbpedia.org/kko/rc/Afterbirth,kko:isAbout,http://www.wikidata.org/entity/Q1212935
http://kbpedia.org/kko/rc/AgriculturalForestryEquipment,kko:isAbout,http://www.wikidata.org/entity/Q16000047
http://kbpedia.org/kko/rc/AgriculturalSoilMachinery,kko:isAbout,http://www.wikidata.org/entity/Q878333
