frag_new,frag_old,qid,p,version_status,old_qid,id_type
Psychopharmacology,Psychopharmacology,Q1515727,owl:equivalentClass,UNCHANGED,,rc
Psychophysics,Psychophysics,Q500096,owl:equivalentClass,UNCHANGED,,rc
Psychosis,Psychosis,Q170082,owl:equivalentClass,UNCHANGED,,rc
Psychotherapist,Psychotherapist,Q1900167,owl:equivalentClass,UNCHANGED,,rc
Psychrometer,Psychrometer,Q26965,owl:equivalentClass,UNCHANGED,,rc
PTC124,PTC124,Q753330,owl:equivalentClass,UNCHANGED,,rc
Pteridaceae,Pteridaceae,Q1141315,owl:equivalentClass,UNCHANGED,,rc
Pteridales,Pteridales,Q3306459,owl:equivalentClass,UNCHANGED,,rc
Pterinochilus,Pterinochilus,Q309597,owl:equivalentClass,UNCHANGED,,rc
PterinochilusMurinus,PterinochilusMurinus,Q135011,owl:equivalentClass,UNCHANGED,,rc
Pteris,Pteris,Q2451124,owl:equivalentClass,UNCHANGED,,rc
Pterocactus,Pterocactus,Q135535,owl:equivalentClass,UNCHANGED,,rc
Pterocarpus,Pterocarpus,Q132894,owl:equivalentClass,UNCHANGED,,rc
Pteroctopus,Pteroctopus,Q3197053,owl:equivalentClass,UNCHANGED,,rc
Pteromalidae,Pteromalidae,Q1930883,owl:equivalentClass,UNCHANGED,,rc
Pteropodidae,Pteropodidae,Q185230,owl:equivalentClass,UNCHANGED,,rc
Pterulaceae,Pterulaceae,Q2403283,owl:equivalentClass,UNCHANGED,,rc
Ptiliidae,Ptiliidae,Q244217,owl:equivalentClass,UNCHANGED,,rc
Ptinus,Ptinus,Q4047611,owl:equivalentClass,UNCHANGED,,rc
Ptychopteridae,Ptychopteridae,Q1394972,owl:equivalentClass,UNCHANGED,,rc
Ptychozoon,Ptychozoon,Q1394970,owl:equivalentClass,UNCHANGED,,rc
PtychozoonKuhli,PtychozoonKuhli,Q2700890,owl:equivalentClass,UNCHANGED,,rc
PtychozoonLionotum,PtychozoonLionotum,Q1944654,owl:equivalentClass,UNCHANGED,,rc
Ptyodactylus,Ptyodactylus,Q134891,owl:equivalentClass,UNCHANGED,,rc
PuaAla,PuaAla,Q4967332,owl:equivalentClass,UNCHANGED,,rc
Puberty,Puberty,Q101065,owl:equivalentClass,UNCHANGED,,rc
PubicBone,PubicBone,Q220815,owl:equivalentClass,UNCHANGED,,rc
PubicHair,PubicHair,Q54795,owl:equivalentClass,UNCHANGED,,rc
PubicSymphysis,PubicSymphysis,Q1571074,owl:equivalentClass,UNCHANGED,,rc
Pubis,Pubis,Q3144280,owl:equivalentClass,UNCHANGED,,rc
PublicAddressSystem,PublicAddressSystem,Q1051241,owl:equivalentClass,UNCHANGED,,rc
PublicAdministration,PublicAdministration,Q31728,owl:equivalentClass,UNCHANGED,,rc
PublicBroadcasting,PublicBroadcasting,Q26398,owl:equivalentClass,UNCHANGED,,rc
PublicChoiceTheory,PublicChoiceTheory,Q674530,owl:equivalentClass,UNCHANGED,,rc
PublicDebate,PublicDebate,Q14850922,owl:equivalentClass,UNCHANGED,,rc
PublicDefender,PublicDefender,Q6528049,owl:equivalentClass,UNCHANGED,,rc
PublicDispensary,PublicDispensary,Q7257724,owl:equivalentClass,UNCHANGED,,rc
PublicEducationInstitution,PublicEducationInstitution,Q23002037,owl:equivalentClass,UNCHANGED,,rc
PublicExecution,PublicExecution,Q10855380,owl:equivalentClass,UNCHANGED,,rc
PublicFinance,PublicFinance,Q274490,owl:equivalentClass,UNCHANGED,,rc
PublicHealth,PublicHealth,Q189603,owl:equivalentClass,UNCHANGED,,rc
PublicHoliday,PublicHoliday,Q1197685,owl:equivalentClass,UNCHANGED,,rc
PublicHolidayInArmenia,PublicHolidayInArmenia,Q744481,owl:equivalentClass,UNCHANGED,,rc
PublicHolidayInAzerbaijan,PublicHolidayInAzerbaijan,Q933504,owl:equivalentClass,UNCHANGED,,rc
PublicHolidayInPuertoRico,PublicHolidayInPuertoRico,Q7257827,owl:equivalentClass,UNCHANGED,,rc
PublicHolidayInUzbekistan,PublicHolidayInUzbekistan,Q4376372,owl:equivalentClass,UNCHANGED,,rc
PublicHousing,PublicHousing,Q6532502,owl:equivalentClass,UNCHANGED,,rc
PublicInquiry,PublicInquiry,Q20669447,owl:equivalentClass,UNCHANGED,,rc
Publicist,Publicist,Q4178004,owl:equivalentClass,UNCHANGED,,rc
Publicity,Publicity,Q1333727,owl:equivalentClass,UNCHANGED,,rc
PublicityStunt,PublicityStunt,Q2999003,owl:equivalentClass,UNCHANGED,,rc
PublicKeyCryptography,PublicKeyCryptography,Q201339,owl:equivalentClass,UNCHANGED,,rc
PublicLibrary,PublicLibrary,Q28564,owl:equivalentClass,UNCHANGED,,rc
PubliclyFundedHealthCare,PubliclyFundedHealthCare,Q294308,owl:equivalentClass,UNCHANGED,,rc
PubliclyHeldCorporation,PubliclyHeldCorporation,Q891723,owl:equivalentClass,UNCHANGED,,rc
PublicNotice,PublicNotice,Q1004391,owl:equivalentClass,UNCHANGED,,rc
PublicNudity,PublicNudity,Q2750241,owl:equivalentClass,UNCHANGED,,rc
PublicOffice,PublicOffice,Q294414,owl:equivalentClass,UNCHANGED,,rc
PublicOpinion,PublicOpinion,Q17946,owl:equivalentClass,UNCHANGED,,rc
PublicPlace,PublicPlace,Q45908689,owl:equivalentClass,UNCHANGED,,rc
PublicPolicy,PublicPolicy,Q546113,owl:equivalentClass,UNCHANGED,,rc
PublicProperty,PublicProperty,Q702627,owl:equivalentClass,UNCHANGED,,rc
PublicProtesting,PublicProtesting,Q175331,owl:equivalentClass,UNCHANGED,,rc
PublicRelationsActivity,PublicRelationsActivity,Q133080,owl:equivalentClass,UNCHANGED,,rc
PublicRestroom,PublicRestroom,Q813966,owl:equivalentClass,UNCHANGED,,rc
PublicSafetyControl,PublicSafetyControl,Q294240,owl:equivalentClass,UNCHANGED,,rc
PublicServiceAnnouncement,PublicServiceAnnouncement,Q1196567,owl:equivalentClass,UNCHANGED,,rc
PublicSpeaking,PublicSpeaking,Q18342738,owl:equivalentClass,UNCHANGED,,rc
PublicSphere,PublicSphere,Q17945,owl:equivalentClass,UNCHANGED,,rc
PublicTelevision,PublicTelevision,Q7257639,owl:equivalentClass,UNCHANGED,,rc
PublicTerminal,PublicTerminal,Q20202390,owl:equivalentClass,UNCHANGED,,rc
PublicUniversity,PublicUniversity,Q875538,owl:equivalentClass,UNCHANGED,,rc
PublicUtility,PublicUtility,Q1951366,owl:equivalentClass,UNCHANGED,,rc
PublicUtilityService,PublicUtilityService,Q161837,owl:equivalentClass,UNCHANGED,,rc
PublicWorks,PublicWorks,Q627364,owl:equivalentClass,UNCHANGED,,rc
PublicWorksOfArtProject,PublicWorksOfArtProject,Q7257674,owl:equivalentClass,UNCHANGED,,rc
PublishedMaterial,PublishedMaterial,Q732577,owl:equivalentClass,UNCHANGED,,rc
Publisher,Publisher,Q2085381,owl:equivalentClass,UNCHANGED,,rc
PublisherOfNewspapers,PublisherOfNewspapers,Q3579160,owl:equivalentClass,UNCHANGED,,rc
Publishing,Publishing,Q3972943,owl:equivalentClass,UNCHANGED,,rc
PublishingIndustry,PublishingIndustry,Q16023725,owl:equivalentClass,UNCHANGED,,rc
PublishingSoftware,PublishingSoftware,Q188610,owl:equivalentClass,UNCHANGED,,rc
Puccinellia,Puccinellia,Q157774,owl:equivalentClass,UNCHANGED,,rc
Pucciniales,Pucciniales,Q1130524,owl:equivalentClass,UNCHANGED,,rc
Pudding,Pudding,Q9053,owl:equivalentClass,UNCHANGED,,rc
Puddle,Puddle,Q152841,owl:equivalentClass,UNCHANGED,,rc
PudendalNerve,PudendalNerve,Q1753038,owl:equivalentClass,UNCHANGED,,rc
PuebloPeople,PuebloPeople,Q852431,owl:equivalentClass,UNCHANGED,,rc
PuertoRicanBoa,PuertoRicanBoa,Q250012,owl:equivalentClass,UNCHANGED,,rc
PuertoRicanCrestedToad,PuertoRicanCrestedToad,Q28004559,owl:equivalentClass,UNCHANGED,,rc
PuertoRicanCuisine,PuertoRicanCuisine,Q11682049,owl:equivalentClass,UNCHANGED,,rc
PuertoRicanNightjar,PuertoRicanNightjar,Q257871,owl:equivalentClass,UNCHANGED,,rc
PuertoRicanParrot,PuertoRicanParrot,Q510792,owl:equivalentClass,UNCHANGED,,rc
PuertoRicanSharpShinnedHawk,PuertoRicanSharpShinnedHawk,Q7258607,owl:equivalentClass,UNCHANGED,,rc
PuertoRicanWoodpecker,PuertoRicanWoodpecker,Q1271247,owl:equivalentClass,UNCHANGED,,rc
PuertoRico,PuertoRico,Q1183,owl:equivalentClass,UNCHANGED,,rc
PuertoRicoTrench,PuertoRicoTrench,Q666090,owl:equivalentClass,UNCHANGED,,rc
Puffin,Puffin,Q311761,owl:equivalentClass,UNCHANGED,,rc
Puffing,Puffing,Q30501826,owl:equivalentClass,UNCHANGED,,rc
Puffy,Puffy,Q4949377,owl:equivalentClass,UNCHANGED,,rc
Puli,Puli,Q38864,owl:equivalentClass,UNCHANGED,,rc
PulitzerPrize,PulitzerPrize,Q46525,owl:equivalentClass,UNCHANGED,,rc
PullingAnObjectAlongWith,PullingAnObjectAlongWith,Q332030,owl:equivalentClass,UNCHANGED,,rc
PulmonaryContusion,PulmonaryContusion,Q1682965,owl:equivalentClass,UNCHANGED,,rc
PulmonaryEdema,PulmonaryEdema,Q857667,owl:equivalentClass,UNCHANGED,,rc
PulmonaryEmbolism,PulmonaryEmbolism,Q220570,owl:equivalentClass,UNCHANGED,,rc
PulmonaryInjury,PulmonaryInjury,Q7259546,owl:equivalentClass,UNCHANGED,,rc
PulmonaryTrunk,PulmonaryTrunk,Q999472,owl:equivalentClass,UNCHANGED,,rc
Pulmonologist,Pulmonologist,Q24017632,owl:equivalentClass,UNCHANGED,,rc
Pulmonology,Pulmonology,Q203337,owl:equivalentClass,UNCHANGED,,rc
Pulpit,Pulpit,Q211775,owl:equivalentClass,UNCHANGED,,rc
PulsedPower,PulsedPower,Q552565,owl:equivalentClass,UNCHANGED,,rc
PulverizingMachinery,PulverizingMachinery,Q1280009,owl:equivalentClass,UNCHANGED,,rc
PumiceStone,PumiceStone,Q180044,owl:equivalentClass,UNCHANGED,,rc
PumiDog,PumiDog,Q38919,owl:equivalentClass,UNCHANGED,,rc
Pumpellyite,Pumpellyite,Q782700,owl:equivalentClass,UNCHANGED,,rc
Pumpkin,Pumpkin,Q165308,owl:equivalentClass,UNCHANGED,,rc
PumpkinPie,PumpkinPie,Q2118270,owl:equivalentClass,UNCHANGED,,rc
Pun,Pun,Q263668,owl:equivalentClass,UNCHANGED,,rc
PunaTeal,PunaTeal,Q929503,owl:equivalentClass,UNCHANGED,,rc
Punctuation,Punctuation,Q82622,owl:equivalentClass,UNCHANGED,,rc
PunicLanguage,PunicLanguage,Q535958,owl:equivalentClass,UNCHANGED,,rc
Punishment,Punishment,Q186361,owl:equivalentClass,UNCHANGED,,rc
PunjabiDiaspora,PunjabiDiaspora,Q620089,owl:equivalentClass,UNCHANGED,,rc
PunjabiLanguage,PunjabiLanguage,Q58635,owl:equivalentClass,UNCHANGED,,rc
PunjabiRajput,PunjabiRajput,Q7260337,owl:equivalentClass,UNCHANGED,,rc
PunjabLegislativeAssemblyConstituency,PunjabLegislativeAssemblyConstituency,Q54375496,owl:equivalentClass,UNCHANGED,,rc
PunkBand,PunkBand,Q25391823,owl:equivalentClass,UNCHANGED,,rc
PunkBlues,PunkBlues,Q2551540,owl:equivalentClass,UNCHANGED,,rc
PunkMusic,PunkMusic,Q3071,owl:equivalentClass,UNCHANGED,,rc
PunkRockGenre,PunkRockGenre,Q3249862,owl:equivalentClass,UNCHANGED,,rc
Puntland,Puntland,Q485112,owl:equivalentClass,UNCHANGED,,rc
PunuLanguage,PunuLanguage,Q232842,owl:equivalentClass,UNCHANGED,,rc
Pupa,Pupa,Q170595,owl:equivalentClass,UNCHANGED,,rc
Puppet,Puppet,Q1913135,owl:equivalentClass,UNCHANGED,,rc
Puppetry,Puppetry,Q588750,owl:equivalentClass,UNCHANGED,,rc
PuppetTheater,PuppetTheater,Q3982337,owl:equivalentClass,UNCHANGED,,rc
Puppy,Puppy,Q39266,owl:equivalentClass,UNCHANGED,,rc
PurchaseOrderDocument,PurchaseOrderDocument,Q643327,owl:equivalentClass,UNCHANGED,,rc
PurchaseRequisitionDocument,PurchaseRequisitionDocument,Q2622068,owl:equivalentClass,UNCHANGED,,rc
PurchasingManager,PurchasingManager,Q7260944,owl:equivalentClass,UNCHANGED,,rc
Puree,Puree,Q322787,owl:equivalentClass,UNCHANGED,,rc
PureLandBuddhism,PureLandBuddhism,Q262244,owl:equivalentClass,UNCHANGED,,rc
PureMathematics,PureMathematics,Q837863,owl:equivalentClass,UNCHANGED,,rc
PureMichiganByway,PureMichiganByway,Q2351030,owl:equivalentClass,UNCHANGED,,rc
PureSubstance,PureSubstance,Q578779,owl:equivalentClass,UNCHANGED,,rc
Purification,Purification,Q1463025,owl:equivalentClass,UNCHANGED,,rc
PurificationProcess,PurificationProcess,Q3130283,owl:equivalentClass,UNCHANGED,,rc
Purine,Purine,Q188261,owl:equivalentClass,UNCHANGED,,rc
Purist,Purist,Q27037069,owl:equivalentClass,UNCHANGED,,rc
PuritanTigerBeetle,PuritanTigerBeetle,Q1316428,owl:equivalentClass,UNCHANGED,,rc
PurpleColor,PurpleColor,Q3257809,owl:equivalentClass,UNCHANGED,,rc
PurpleHeron,PurpleHeron,Q160488,owl:equivalentClass,UNCHANGED,,rc
PurpleMoorGrass,PurpleMoorGrass,Q157772,owl:equivalentClass,UNCHANGED,,rc
PurpleReedgrass,PurpleReedgrass,Q5018380,owl:equivalentClass,UNCHANGED,,rc
PurpleSandpiper,PurpleSandpiper,Q62359,owl:equivalentClass,UNCHANGED,,rc
Purpletop,Purpletop,Q18345938,owl:equivalentClass,UNCHANGED,,rc
Purpose,Purpose,Q231823,owl:equivalentClass,UNCHANGED,,rc
PurposefulAction,PurposefulAction,Q451967,owl:equivalentClass,UNCHANGED,,rc
PurringSound,PurringSound,Q662750,owl:equivalentClass,UNCHANGED,,rc
Purse,Purse,Q7261548,owl:equivalentClass,UNCHANGED,,rc
PurseHandbagBag,PurseHandbagBag,Q467505,owl:equivalentClass,UNCHANGED,,rc
PurusRiver,PurusRiver,Q26271,owl:equivalentClass,UNCHANGED,,rc
PushCart,PushCart,Q14277552,owl:equivalentClass,UNCHANGED,,rc
PutOption,PutOption,Q1939618,owl:equivalentClass,UNCHANGED,,rc
Puttie,Puttie,Q1337073,owl:equivalentClass,UNCHANGED,,rc
PuttingGreen,PuttingGreen,Q2634857,owl:equivalentClass,UNCHANGED,,rc
PuttingIntoARefrigerator,PuttingIntoARefrigerator,Q747713,owl:equivalentClass,UNCHANGED,,rc
PuttingSomethingSomewhere,PuttingSomethingSomewhere,Q26013426,owl:equivalentClass,UNCHANGED,,rc
PuXianMin,PuXianMin,Q56583,owl:equivalentClass,UNCHANGED,,rc
PuyaChilensis,PuyaChilensis,Q149268,owl:equivalentClass,UNCHANGED,,rc
PuyaGenus,PuyaGenus,Q133814,owl:equivalentClass,UNCHANGED,,rc
PuyallupLanguage,PuyallupLanguage,Q344794,owl:equivalentClass,UNCHANGED,,rc
PuyaRaimondii,PuyaRaimondii,Q134926,owl:equivalentClass,UNCHANGED,,rc
PuyDeDome,PuyDeDome,Q12694,owl:equivalentClass,UNCHANGED,,rc
PuzzleGameProgram,PuzzleGameProgram,Q54767,owl:equivalentClass,UNCHANGED,,rc
Pycnanthemum,Pycnanthemum,Q2707696,owl:equivalentClass,UNCHANGED,,rc
Pygeretmus,Pygeretmus,Q787096,owl:equivalentClass,UNCHANGED,,rc
PygmyBlueWhale,PygmyBlueWhale,Q738361,owl:equivalentClass,UNCHANGED,,rc
PygmyBrocket,PygmyBrocket,Q2223955,owl:equivalentClass,UNCHANGED,,rc
PygmyGerbil,PygmyGerbil,Q289439,owl:equivalentClass,UNCHANGED,,rc
PygmyGoose,PygmyGoose,Q244107,owl:equivalentClass,UNCHANGED,,rc
PygmyHippopotamus,PygmyHippopotamus,Q202241,owl:equivalentClass,UNCHANGED,,rc
PygmyMadtom,PygmyMadtom,Q3236397,owl:equivalentClass,UNCHANGED,,rc
PygmyOwl,PygmyOwl,Q831376,owl:equivalentClass,UNCHANGED,,rc
PygmyParrot,PygmyParrot,Q244282,owl:equivalentClass,UNCHANGED,,rc
PygmyRabbit,PygmyRabbit,Q244194,owl:equivalentClass,UNCHANGED,,rc
PygmyRightWhale,PygmyRightWhale,Q189615,owl:equivalentClass,UNCHANGED,,rc
PygmySculpin,PygmySculpin,Q308990,owl:equivalentClass,UNCHANGED,,rc
PygmySeahorse,PygmySeahorse,Q13560329,owl:equivalentClass,UNCHANGED,,rc
PygmyWoodpecker,PygmyWoodpecker,Q27074882,owl:equivalentClass,UNCHANGED,,rc
Pygopodidae,Pygopodidae,Q849482,owl:equivalentClass,UNCHANGED,,rc
Pygoscelis,Pygoscelis,Q609432,owl:equivalentClass,UNCHANGED,,rc
Pylon,Pylon,Q331317,owl:equivalentClass,UNCHANGED,,rc
PyloricValve,PyloricValve,Q290248,owl:equivalentClass,UNCHANGED,,rc
PynesGroundPlum,PynesGroundPlum,Q2705194,owl:equivalentClass,UNCHANGED,,rc
Pyralidae,Pyralidae,Q248425,owl:equivalentClass,UNCHANGED,,rc
Pyralinae,Pyralinae,Q142011,owl:equivalentClass,UNCHANGED,,rc
Pyramid,Pyramid,Q3358290,owl:equivalentClass,UNCHANGED,,rc
PyramidMonument,PyramidMonument,Q12516,owl:equivalentClass,UNCHANGED,,rc
PyramidOfCheops,PyramidOfCheops,Q37200,owl:equivalentClass,UNCHANGED,,rc
Pyramidology,Pyramidology,Q1310574,owl:equivalentClass,UNCHANGED,,rc
Pyrargyrite,Pyrargyrite,Q118134,owl:equivalentClass,UNCHANGED,,rc
PyreneanIbex,PyreneanIbex,Q1941059,owl:equivalentClass,UNCHANGED,,rc
PyreneanShepherd,PyreneanShepherd,Q37786,owl:equivalentClass,UNCHANGED,,rc
PyreneesAtlantiques,PyreneesAtlantiques,Q12703,owl:equivalentClass,UNCHANGED,,rc
PyreneesOrientales,PyreneesOrientales,Q12709,owl:equivalentClass,UNCHANGED,,rc
Pyrgomantis,Pyrgomantis,Q10647486,owl:equivalentClass,UNCHANGED,,rc
Pyridine,Pyridine,Q210385,owl:equivalentClass,UNCHANGED,,rc
Pyrite,Pyrite,Q50769,owl:equivalentClass,UNCHANGED,,rc
Pyrolusite,Pyrolusite,Q413293,owl:equivalentClass,UNCHANGED,,rc
Pyromorphite,Pyromorphite,Q413309,owl:equivalentClass,UNCHANGED,,rc
Pyrope,Pyrope,Q421814,owl:equivalentClass,UNCHANGED,,rc
PyrophosphoricAcid,PyrophosphoricAcid,Q411092,owl:equivalentClass,UNCHANGED,,rc
Pyrophyllite,Pyrophyllite,Q409470,owl:equivalentClass,UNCHANGED,,rc
Pyrotechnic,Pyrotechnic,Q474100,owl:equivalentClass,UNCHANGED,,rc
PyrotechnicComposition,PyrotechnicComposition,Q909182,owl:equivalentClass,UNCHANGED,,rc
PyrotechnicDevice,PyrotechnicDevice,Q639432,owl:equivalentClass,UNCHANGED,,rc
PyrotechnicInitiator,PyrotechnicInitiator,Q3305110,owl:equivalentClass,UNCHANGED,,rc
Pyroxmangite,Pyroxmangite,Q1071122,owl:equivalentClass,UNCHANGED,,rc
Pyrrhotite,Pyrrhotite,Q421944,owl:equivalentClass,UNCHANGED,,rc
Pyrrolidine,Pyrrolidine,Q408898,owl:equivalentClass,UNCHANGED,,rc
PyruvicAcid,PyruvicAcid,Q213580,owl:equivalentClass,UNCHANGED,,rc
Pythagoras,Pythagoras,Q10261,owl:equivalentClass,UNCHANGED,,rc
Pythiaceae,Pythiaceae,Q3926088,owl:equivalentClass,UNCHANGED,,rc
Python,Python,Q184018,owl:equivalentClass,UNCHANGED,,rc
QalaGozo,QalaGozo,Q1088033,owl:equivalentClass,UNCHANGED,,rc
Qanat,Qanat,Q459297,owl:equivalentClass,UNCHANGED,,rc
Qatar,Qatar,Q846,owl:equivalentClass,UNCHANGED,,rc
QatariCuisine,QatariCuisine,Q17069637,owl:equivalentClass,UNCHANGED,,rc
QeshmIsland,QeshmIsland,Q240719,owl:equivalentClass,UNCHANGED,,rc
QFever,QFever,Q164818,owl:equivalentClass,UNCHANGED,,rc
QiangicLanguage,QiangicLanguage,Q1636765,owl:equivalentClass,UNCHANGED,,rc
Qigong,Qigong,Q204368,owl:equivalentClass,UNCHANGED,,rc
QingmingFestival,QingmingFestival,Q718778,owl:equivalentClass,UNCHANGED,,rc
Qiniella,Qiniella,Q7267885,owl:equivalentClass,UNCHANGED,,rc
QinlingPanda,QinlingPanda,Q2562912,owl:equivalentClass,UNCHANGED,,rc
Qliphoth,Qliphoth,Q2121753,owl:equivalentClass,UNCHANGED,,rc
Quadjet,Quadjet,Q2523684,owl:equivalentClass,UNCHANGED,,rc
QuadraticForm,QuadraticForm,Q736753,owl:equivalentClass,UNCHANGED,,rc
QuadratusLumborum,QuadratusLumborum,Q1426052,owl:equivalentClass,UNCHANGED,,rc
Quadriceps,Quadriceps,Q504536,owl:equivalentClass,UNCHANGED,,rc
Quadrilateral,Quadrilateral,Q36810,owl:equivalentClass,UNCHANGED,,rc
Quadriplegia,Quadriplegia,Q944758,owl:equivalentClass,UNCHANGED,,rc
Quadruped,Quadruped,Q777371,owl:equivalentClass,UNCHANGED,,rc
Quail,Quail,Q28358,owl:equivalentClass,UNCHANGED,,rc
QuakerReligion,QuakerReligion,Q170208,owl:equivalentClass,UNCHANGED,,rc
QualcommSnapdragon,QualcommSnapdragon,Q1193262,owl:equivalentClass,UNCHANGED,,rc
Qualia,Qualia,Q282250,owl:equivalentClass,UNCHANGED,,rc
QualityAssuranceEvent,QualityAssuranceEvent,Q836575,owl:equivalentClass,UNCHANGED,,rc
QualityControl,QualityControl,Q827792,owl:equivalentClass,UNCHANGED,,rc
QualityOfLife,QualityOfLife,Q13100823,owl:equivalentClass,UNCHANGED,,rc
QuantitativeEasing,QuantitativeEasing,Q874727,owl:equivalentClass,UNCHANGED,,rc
QuantitativeLinguistics,QuantitativeLinguistics,Q2198157,owl:equivalentClass,UNCHANGED,,rc
Quantity,Quantity,Q309314,owl:equivalentClass,UNCHANGED,,rc
Quantum,Quantum,Q46344,owl:equivalentClass,UNCHANGED,,rc
QuantumBiology,QuantumBiology,Q1429339,owl:equivalentClass,UNCHANGED,,rc
QuantumChemistry,QuantumChemistry,Q188403,owl:equivalentClass,UNCHANGED,,rc
QuantumChromodynamics,QuantumChromodynamics,Q238170,owl:equivalentClass,UNCHANGED,,rc
QuantumComputing,QuantumComputing,Q176555,owl:equivalentClass,UNCHANGED,,rc
QuantumCryptography,QuantumCryptography,Q471906,owl:equivalentClass,UNCHANGED,,rc
QuantumElectrodynamics,QuantumElectrodynamics,Q234881,owl:equivalentClass,UNCHANGED,,rc
QuantumFieldTheory,QuantumFieldTheory,Q54505,owl:equivalentClass,UNCHANGED,,rc
QuantumInformationTheory,QuantumInformationTheory,Q2122243,owl:equivalentClass,UNCHANGED,,rc
QuantumMeasurement,QuantumMeasurement,Q907385,owl:equivalentClass,UNCHANGED,,rc
QuantumMechanics,QuantumMechanics,Q944,owl:equivalentClass,UNCHANGED,,rc
QuantumMind,QuantumMind,Q2984318,owl:equivalentClass,UNCHANGED,,rc
QuantumOptics,QuantumOptics,Q735602,owl:equivalentClass,UNCHANGED,,rc
QuantumPhase,QuantumPhase,Q7269084,owl:equivalentClass,UNCHANGED,,rc
QuantumState,QuantumState,Q230883,owl:equivalentClass,UNCHANGED,,rc
Quarantine,Quarantine,Q182899,owl:equivalentClass,UNCHANGED,,rc
Quark,Quark,Q6718,owl:equivalentClass,UNCHANGED,,rc
QuarkMatter,QuarkMatter,Q2755153,owl:equivalentClass,UNCHANGED,,rc
Quarry,Quarry,Q188040,owl:equivalentClass,UNCHANGED,,rc
Quarter,Quarter,Q2983893,owl:equivalentClass,UNCHANGED,,rc
Quarterhorse,Quarterhorse,Q466602,owl:equivalentClass,UNCHANGED,,rc
QuarterlyReporting,QuarterlyReporting,Q51436690,owl:equivalentClass,UNCHANGED,,rc
Quartermaster,Quartermaster,Q975834,owl:equivalentClass,UNCHANGED,,rc
Quartz,Quartz,Q43010,owl:equivalentClass,UNCHANGED,,rc
Quasar,Quasar,Q83373,owl:equivalentClass,UNCHANGED,,rc
QuasiGovernmentalOrganization,QuasiGovernmentalOrganization,Q835400,owl:equivalentClass,UNCHANGED,,rc
Quasiparticle,Quasiparticle,Q1047683,owl:equivalentClass,UNCHANGED,,rc
Quasirandomness,Quasirandomness,Q6692743,owl:equivalentClass,UNCHANGED,,rc
QuaternaryStudies,QuaternaryStudies,Q2453249,owl:equivalentClass,UNCHANGED,,rc
Quatrain,Quatrain,Q570948,owl:equivalentClass,UNCHANGED,,rc
QuattroCar,QuattroCar,Q679103,owl:equivalentClass,UNCHANGED,,rc
QuechuanLanguage,QuechuanLanguage,Q5218,owl:equivalentClass,UNCHANGED,,rc
QueenCharlotteIslandsCaribou,QueenCharlotteIslandsCaribou,Q3022131,owl:equivalentClass,UNCHANGED,,rc
QueenElizabethI,QueenElizabethI,Q7207,owl:equivalentClass,UNCHANGED,,rc
QueenIsabellaII,QueenIsabellaII,Q183085,owl:equivalentClass,UNCHANGED,,rc
QueenMaryI,QueenMaryI,Q28042106,owl:equivalentClass,UNCHANGED,,rc
QueenMaryLand,QueenMaryLand,Q2281038,owl:equivalentClass,UNCHANGED,,rc
QueenstownNewZealand,QueenstownNewZealand,Q613602,owl:equivalentClass,UNCHANGED,,rc
QueenVictoria,QueenVictoria,Q9439,owl:equivalentClass,UNCHANGED,,rc
QuercusRobur,QuercusRobur,Q165145,owl:equivalentClass,UNCHANGED,,rc
QueryLanguage,QueryLanguage,Q845739,owl:equivalentClass,UNCHANGED,,rc
Quesnelia,Quesnelia,Q145928,owl:equivalentClass,UNCHANGED,,rc
QuestionnaireConstruction,QuestionnaireConstruction,Q7271541,owl:equivalentClass,UNCHANGED,,rc
QueueingTheory,QueueingTheory,Q847526,owl:equivalentClass,UNCHANGED,,rc
Quiabentia,Quiabentia,Q138411,owl:equivalentClass,UNCHANGED,,rc
QuicheLanguage,QuicheLanguage,Q36494,owl:equivalentClass,UNCHANGED,,rc
Quicksand,Quicksand,Q224090,owl:equivalentClass,UNCHANGED,,rc
Quickstep,Quickstep,Q663529,owl:equivalentClass,UNCHANGED,,rc
Quill,Quill,Q4063215,owl:equivalentClass,UNCHANGED,,rc
Quilt,Quilt,Q1064538,owl:equivalentClass,UNCHANGED,,rc
Quilter,Quilter,Q46984315,owl:equivalentClass,UNCHANGED,,rc
Quilting,Quilting,Q1920065,owl:equivalentClass,UNCHANGED,,rc
Quince,Quince,Q43300,owl:equivalentClass,UNCHANGED,,rc
Quinine,Quinine,Q189522,owl:equivalentClass,UNCHANGED,,rc
Quinoline,Quinoline,Q408384,owl:equivalentClass,UNCHANGED,,rc
Quinolone,Quinolone,Q13669486,owl:equivalentClass,UNCHANGED,,rc
