kbpedia_id,s,p,o,
http://kbpedia.org/kko/rc/KyrgyzstaniPeople,KyrgyzstaniPeople,owl:equivalentClass,http://www.wikidata.org/entity/Q484479,Q484479
http://kbpedia.org/kko/rc/Kythnos,Kythnos,owl:equivalentClass,http://www.wikidata.org/entity/Q739779,Q739779
http://kbpedia.org/kko/rc/LabCoat,LabCoat,owl:equivalentClass,http://www.wikidata.org/entity/Q1354040,Q1354040
http://kbpedia.org/kko/rc/Label,Label,owl:equivalentClass,http://www.wikidata.org/entity/Q722218,Q722218
http://kbpedia.org/kko/rc/LabelingMachine,LabelingMachine,owl:equivalentClass,http://www.wikidata.org/entity/Q207822,Q207822
http://kbpedia.org/kko/rc/LabelMaker,LabelMaker,owl:equivalentClass,http://www.wikidata.org/entity/Q2316300,Q2316300
http://kbpedia.org/kko/rc/Labetalol,Labetalol,owl:equivalentClass,http://www.wikidata.org/entity/Q958087,Q958087
http://kbpedia.org/kko/rc/LabetalolHydrochloride,LabetalolHydrochloride,owl:equivalentClass,http://www.wikidata.org/entity/Q27252396,Q27252396
http://kbpedia.org/kko/rc/LabiaMajora,LabiaMajora,owl:equivalentClass,http://www.wikidata.org/entity/Q1081574,Q1081574
http://kbpedia.org/kko/rc/LabiaMinora,LabiaMinora,owl:equivalentClass,http://www.wikidata.org/entity/Q1211892,Q1211892
http://kbpedia.org/kko/rc/LaborActivism,LaborActivism,owl:equivalentClass,http://www.wikidata.org/entity/Q208701,Q208701
http://kbpedia.org/kko/rc/Laboratory,Laboratory,owl:equivalentClass,http://www.wikidata.org/entity/Q483242,Q483242
http://kbpedia.org/kko/rc/LaboratoryBalance,LaboratoryBalance,owl:equivalentClass,http://www.wikidata.org/entity/Q465601,Q465601
http://kbpedia.org/kko/rc/LaboratoryBath,LaboratoryBath,owl:equivalentClass,http://www.wikidata.org/entity/Q6467273,Q6467273
http://kbpedia.org/kko/rc/LaboratoryCentrifugeAccessory,LaboratoryCentrifugeAccessory,owl:equivalentClass,http://www.wikidata.org/entity/Q11878150,Q11878150
http://kbpedia.org/kko/rc/LaboratoryCorkStopper,LaboratoryCorkStopper,owl:equivalentClass,http://www.wikidata.org/entity/Q25345665,Q25345665
http://kbpedia.org/kko/rc/LaboratoryElectrophoresisSystem,LaboratoryElectrophoresisSystem,owl:equivalentClass,http://www.wikidata.org/entity/Q48255,Q48255
http://kbpedia.org/kko/rc/LaboratoryEquipment,LaboratoryEquipment,owl:equivalentClass,http://www.wikidata.org/entity/Q834028,Q834028
http://kbpedia.org/kko/rc/LaboratoryGlassware,LaboratoryGlassware,owl:equivalentClass,http://www.wikidata.org/entity/Q657709,Q657709
http://kbpedia.org/kko/rc/LaboratoryIncubatingEquipment,LaboratoryIncubatingEquipment,owl:equivalentClass,http://www.wikidata.org/entity/Q900452,Q900452
http://kbpedia.org/kko/rc/LaboratoryOven,LaboratoryOven,owl:equivalentClass,http://www.wikidata.org/entity/Q3592643,Q3592643
http://kbpedia.org/kko/rc/LaboratoryPorcelainware,LaboratoryPorcelainware,owl:equivalentClass,http://www.wikidata.org/entity/Q8579488,Q8579488
http://kbpedia.org/kko/rc/LaboratorySupply,LaboratorySupply,owl:equivalentClass,http://www.wikidata.org/entity/Q115634260,Q115634260
http://kbpedia.org/kko/rc/LaboratoryTong,LaboratoryTong,owl:equivalentClass,http://www.wikidata.org/entity/Q10928827,Q10928827
http://kbpedia.org/kko/rc/LaboratoryTool,LaboratoryTool,owl:equivalentClass,http://www.wikidata.org/entity/Q834028,Q834028
http://kbpedia.org/kko/rc/LaboratoryWatchGlass,LaboratoryWatchGlass,owl:equivalentClass,http://www.wikidata.org/entity/Q679538,Q679538
http://kbpedia.org/kko/rc/LaborCamp,LaborCamp,owl:equivalentClass,http://www.wikidata.org/entity/Q628505,Q628505
http://kbpedia.org/kko/rc/LaborEconomics,LaborEconomics,owl:equivalentClass,http://www.wikidata.org/entity/Q28161,Q28161
http://kbpedia.org/kko/rc/LaborMovement,LaborMovement,owl:equivalentClass,http://www.wikidata.org/entity/Q208701,Q208701
http://kbpedia.org/kko/rc/Laboulbeniomycetes,Laboulbeniomycetes,owl:equivalentClass,http://www.wikidata.org/entity/Q133658,Q133658
http://kbpedia.org/kko/rc/Labrador,Labrador,owl:equivalentClass,http://www.wikidata.org/entity/Q380307,Q380307
http://kbpedia.org/kko/rc/LabradorDuck,LabradorDuck,owl:equivalentClass,http://www.wikidata.org/entity/Q578813,Q578813
http://kbpedia.org/kko/rc/Labradorite,Labradorite,owl:equivalentClass,http://www.wikidata.org/entity/Q430062,Q430062
http://kbpedia.org/kko/rc/LabradorRetriever,LabradorRetriever,owl:equivalentClass,http://www.wikidata.org/entity/Q38726,Q38726
http://kbpedia.org/kko/rc/Labyrinth,Labyrinth,owl:equivalentClass,http://www.wikidata.org/entity/Q48963,Q48963
http://kbpedia.org/kko/rc/LacauneSheep,LacauneSheep,owl:equivalentClass,http://www.wikidata.org/entity/Q3141458,Q3141458
http://kbpedia.org/kko/rc/Lace,Lace,owl:equivalentClass,http://www.wikidata.org/entity/Q231250,Q231250
http://kbpedia.org/kko/rc/LacedWoodpecker,LacedWoodpecker,owl:equivalentClass,http://www.wikidata.org/entity/Q1269775,Q1269775
http://kbpedia.org/kko/rc/LacertaGenus,LacertaGenus,owl:equivalentClass,http://www.wikidata.org/entity/Q312232,Q312232
http://kbpedia.org/kko/rc/Lacertidae,Lacertidae,owl:equivalentClass,http://www.wikidata.org/entity/Q27532,Q27532
http://kbpedia.org/kko/rc/LacertidLizardsOfAfrica,LacertidLizardsOfAfrica,owl:equivalentClass,http://www.wikidata.org/entity/Q30855888,Q30855888
http://kbpedia.org/kko/rc/LaceyOak,LaceyOak,owl:equivalentClass,http://www.wikidata.org/entity/Q3024386,Q3024386
http://kbpedia.org/kko/rc/Lachesis,Lachesis,owl:equivalentClass,http://www.wikidata.org/entity/Q766057,Q766057
http://kbpedia.org/kko/rc/Lacquer,Lacquer,owl:equivalentClass,http://www.wikidata.org/entity/Q11236878,Q11236878
http://kbpedia.org/kko/rc/LacrimalBone,LacrimalBone,owl:equivalentClass,http://www.wikidata.org/entity/Q212721,Q212721
http://kbpedia.org/kko/rc/LacrimalCanal,LacrimalCanal,owl:equivalentClass,http://www.wikidata.org/entity/Q2076795,Q2076795
http://kbpedia.org/kko/rc/LacrimalFluid,LacrimalFluid,owl:equivalentClass,http://www.wikidata.org/entity/Q76469,Q76469
http://kbpedia.org/kko/rc/LacrimalPunctum,LacrimalPunctum,owl:equivalentClass,http://www.wikidata.org/entity/Q6468858,Q6468858
http://kbpedia.org/kko/rc/LacrimalSac,LacrimalSac,owl:equivalentClass,http://www.wikidata.org/entity/Q2517379,Q2517379
http://kbpedia.org/kko/rc/Lacrosse,Lacrosse,owl:equivalentClass,http://www.wikidata.org/entity/Q185851,Q185851
http://kbpedia.org/kko/rc/LacrosseBall,LacrosseBall,owl:equivalentClass,http://www.wikidata.org/entity/Q6468880,Q6468880
http://kbpedia.org/kko/rc/LacrosseCompetition,LacrosseCompetition,owl:equivalentClass,http://www.wikidata.org/entity/Q8579723,Q8579723
http://kbpedia.org/kko/rc/LaCrosseEncephalitisInfection,LaCrosseEncephalitisInfection,owl:equivalentClass,http://www.wikidata.org/entity/Q2713959,Q2713959
http://kbpedia.org/kko/rc/LaCrosseEncephalitisVirus,LaCrosseEncephalitisVirus,owl:equivalentClass,http://www.wikidata.org/entity/Q29000551,Q29000551
http://kbpedia.org/kko/rc/LacrosseEquipment,LacrosseEquipment,owl:equivalentClass,http://www.wikidata.org/entity/Q8579726,Q8579726
http://kbpedia.org/kko/rc/LacrossePlayer,LacrossePlayer,owl:equivalentClass,http://www.wikidata.org/entity/Q17682262,Q17682262
http://kbpedia.org/kko/rc/LacrosseStick,LacrosseStick,owl:equivalentClass,http://www.wikidata.org/entity/Q644503,Q644503
http://kbpedia.org/kko/rc/LacrosseTerminology,LacrosseTerminology,owl:equivalentClass,http://www.wikidata.org/entity/Q8579817,Q8579817
http://kbpedia.org/kko/rc/Lactarius,Lactarius,owl:equivalentClass,http://www.wikidata.org/entity/Q748899,Q748899
http://kbpedia.org/kko/rc/LactariusVolemus,LactariusVolemus,owl:equivalentClass,http://www.wikidata.org/entity/Q155929,Q155929
http://kbpedia.org/kko/rc/LactateIon,LactateIon,owl:equivalentClass,http://www.wikidata.org/entity/Q27098336,Q27098336
http://kbpedia.org/kko/rc/LacticAcid,LacticAcid,owl:equivalentClass,http://www.wikidata.org/entity/Q161249,Q161249
http://kbpedia.org/kko/rc/Lactifluus,Lactifluus,owl:equivalentClass,http://www.wikidata.org/entity/Q15991147,Q15991147
http://kbpedia.org/kko/rc/Lactobacillales,Lactobacillales,owl:equivalentClass,http://www.wikidata.org/entity/Q868430,Q868430
http://kbpedia.org/kko/rc/Lactone,Lactone,owl:equivalentClass,http://www.wikidata.org/entity/Q59078,Q59078
http://kbpedia.org/kko/rc/Lactose,Lactose,owl:equivalentClass,http://www.wikidata.org/entity/Q127900,Q127900
http://kbpedia.org/kko/rc/LactoseIntolerance,LactoseIntolerance,owl:equivalentClass,http://www.wikidata.org/entity/Q219223,Q219223
http://kbpedia.org/kko/rc/Lacturidae,Lacturidae,owl:equivalentClass,http://www.wikidata.org/entity/Q1952216,Q1952216
http://kbpedia.org/kko/rc/LadaCar,LadaCar,owl:equivalentClass,http://www.wikidata.org/entity/Q35676,Q35676
http://kbpedia.org/kko/rc/LadaVehicle,LadaVehicle,owl:equivalentClass,http://www.wikidata.org/entity/Q8579843,Q8579843
http://kbpedia.org/kko/rc/Ladder,Ladder,owl:equivalentClass,http://www.wikidata.org/entity/Q168639,Q168639
